n_trials,min_range_pct,stretched_threshold_pct,stop_buffer_pct,time_stop_hours,n_trades,win_rate,pf,sharpe,max_dd,cagr,avg_trade_pct,median_trade_pct,gross_return,n_wins,n_losses
300,0.025,0.015,0.01,48,55,0.43636363636363634,0.85144349561049,-0.3300250406939284,0.20043716448350465,-0.061096334111567785,-0.002349163415072278,-0.019128327094101914,-0.12920398782897527,24,31
300,0.015,0.015,0.01,48,55,0.43636363636363634,0.85144349561049,-0.3300250406939284,0.20043716448350465,-0.061096334111567785,-0.002349163415072278,-0.019128327094101914,-0.12920398782897527,24,31
300,0.01,0.015,0.01,48,55,0.43636363636363634,0.85144349561049,-0.3300250406939284,0.20043716448350465,-0.061096334111567785,-0.002349163415072278,-0.019128327094101914,-0.12920398782897527,24,31
300,0.01,0.015,0.015,24,55,0.45454545454545453,0.8269451813253472,-0.3677458917320828,0.19152685638484682,-0.060054439971039986,-0.002389069906058761,-0.005591231244014063,-0.13139884483323186,25,30
300,0.02,0.015,0.015,24,55,0.45454545454545453,0.8269451813253472,-0.3677458917320828,0.19152685638484682,-0.060054439971039986,-0.002389069906058761,-0.005591231244014063,-0.13139884483323186,25,30
300,0.025,0.015,0.015,24,55,0.45454545454545453,0.8269451813253472,-0.3677458917320828,0.19152685638484682,-0.060054439971039986,-0.002389069906058761,-0.005591231244014063,-0.13139884483323186,25,30
300,0.005,0.015,0.015,24,55,0.45454545454545453,0.8269451813253472,-0.3677458917320828,0.19152685638484682,-0.060054439971039986,-0.002389069906058761,-0.005591231244014063,-0.13139884483323186,25,30
300,0.015,0.015,0.015,24,55,0.45454545454545453,0.8269451813253472,-0.3677458917320828,0.19152685638484682,-0.060054439971039986,-0.002389069906058761,-0.005591231244014063,-0.13139884483323186,25,30
300,0.005,0.015,0.015,48,55,0.4727272727272727,0.8117200619766896,-0.433106375457926,0.24984151206101232,-0.08084333489592954,-0.0032585589250686523,-0.02236406132950871,-0.17922074087877587,26,29
300,0.02,0.015,0.015,48,55,0.4727272727272727,0.8117200619766896,-0.433106375457926,0.24984151206101232,-0.08084333489592954,-0.0032585589250686523,-0.02236406132950871,-0.17922074087877587,26,29
300,0.025,0.015,0.015,48,55,0.4727272727272727,0.8117200619766896,-0.433106375457926,0.24984151206101232,-0.08084333489592954,-0.0032585589250686523,-0.02236406132950871,-0.17922074087877587,26,29
300,0.015,0.015,0.015,48,55,0.4727272727272727,0.8117200619766896,-0.433106375457926,0.24984151206101232,-0.08084333489592954,-0.0032585589250686523,-0.02236406132950871,-0.17922074087877587,26,29
300,0.01,0.015,0.015,48,55,0.4727272727272727,0.8117200619766896,-0.433106375457926,0.24984151206101232,-0.08084333489592954,-0.0032585589250686523,-0.02236406132950871,-0.17922074087877587,26,29
300,0.01,0.015,0.02,48,55,0.4909090909090909,0.8054699837794983,-0.4511223193117555,0.263238628670686,-0.08796509392493579,-0.0035543626717534495,-0.01815220924830758,-0.19548994694643973,27,28
