lookback_days,breakout_proximity_pct,entry_hour_utc,exit_hour_utc,n_trades,win_rate,pf,sharpe,max_dd,cagr,avg_trade_pct,median_trade_pct,gross_return,n_wins,n_losses
20,0.005,20,15,30,0.4,1.1291783095009185,0.17203248858792541,0.13335577028677809,0.013911082961834964,0.001762433748884451,-0.011661093481696827,0.05287301246653353,12,18
15,0.005,20,13,34,0.35294117647058826,1.134780094385558,0.16861052910594612,0.11092330141472875,0.013065402213300992,0.0014057150952199349,-0.0072332687537035026,0.047794313237477785,12,22
5,0.01,21,15,89,0.38202247191011235,1.0733217883241024,0.15965162967334312,0.14994684108224685,0.012792058612368873,0.0007881127544261213,-0.005556407252687286,0.0701420351439248,34,55
15,0.01,22,13,53,0.4339622641509434,1.087120199787913,0.13939785366930862,0.1742965727412859,0.00966528812223455,0.000773409973776573,-0.003265038871413993,0.04099072861015837,23,30
5,0.01,21,13,89,0.34831460674157305,1.0617656962590798,0.12778011366698233,0.1749692120944841,0.007593845909265484,0.0005867793123261562,-0.005013780284175041,0.0522233587970279,31,58
5,0.005,21,13,53,0.37735849056603776,1.0646369483513405,0.1060426647797839,0.205037949572384,0.0050536154454947635,0.0006984736260412226,-0.005020998934917822,0.037019102180184796,20,33
5,0.01,20,13,97,0.3711340206185567,1.047678961879551,0.10421192987720408,0.22643479265310099,0.002659231230983883,0.0004893103720872432,-0.0047752514491803105,0.0474631060924626,36,61
5,0.005,22,14,50,0.4,1.0632148599376494,0.102350433591884,0.19579829677235874,0.004966524542531658,0.000646962121838738,-0.004309066899598892,0.032348106091936904,20,30
5,0.01,21,14,89,0.3707865168539326,1.0440619631745136,0.09587402347068104,0.15467952377905372,0.0016725950699867376,0.0004609324709091627,-0.0036461443775074208,0.04102298991091548,33,56
15,0.005,22,15,27,0.48148148148148145,1.0785961257973455,0.09285659032590772,0.11601873685904047,0.004339098610978365,0.0008388406852902603,-0.0002898500995942724,0.022648698502837027,13,14
15,0.005,21,13,33,0.36363636363636365,1.0449517401807062,0.05866189650681941,0.13740818576297525,0.0004473841224379438,0.0004798267107197011,-0.005746692084253269,0.015834281453750137,12,21
